"","QuadID","species","poros","rtd","frdmc","rdmc","rbranch","srl","agdmc","agbio","ldmc","sla","height","Replicate","Transect","Distance_m","plot","enclos","elev","DAYSUB","SUBN","FREQ","INTEN","d1","d2","d3","d4","r1","r2","r3","r4","nh4","no3","po4"
"13","Q1-3-16","LACstr",35.9,0.095,0.2,0.257,0.93,159.43,0.588,0.132,0.356,15.89583333,10.1,1,3,16,"R1T3",0,0.104252133,177,18,83.72222222,98.15647713,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 1 10",0.879161136,3.731491414,-1.817552144
"14","Q1-3-16","GALper",26.32,0.186,0.325,0.325,1.78,45.29,0.191,0.187,0.163,45.15384615,5.1,1,3,16,"R1T3",0,0.104252133,177,18,83.72222222,98.15647713,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 1 10",0.879161136,3.731491414,-1.817552144
"15","Q1-3-16","LAClya",36.36,0.175,0.467,0.467,3.75,55.27,0.258,0.215,0.307,21.36996337,12.4,1,3,16,"R1T3",0,0.104252133,177,18,83.72222222,98.15647713,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 1 10",0.879161136,3.731491414,-1.817552144
"16","Q1-3-18","JUNart",31.66,0.152,0.233,0.293,10.36,91.03,0.412,2.222,0.267,12.4875,10.2,1,3,18,"R1T3",0,0.150332685,156.125,13,128.7692308,74.72990288,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 1 10",0.810810459,4.050636445,-1.569756506
"17","Q1-3-18","ELAacu",39.6,0.155,0.226,0.285,7.3,100.93,0.549,0.29,0.404,6.440162272,13.1,1,3,18,"R1T3",0,0.150332685,156.125,13,128.7692308,74.72990288,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 1 10",0.810810459,4.050636445,-1.569756506
"18","Q1-3-18","GALper",23.491237244898,0.054,0.117,0.117,3.83,205.22,0.186,0.064,0.14,49,3.9,1,3,18,"R1T3",0,0.150332685,156.125,13,128.7692308,74.72990288,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 1 10",0.810810459,4.050636445,-1.569756506
"19","Q1-3-18","CARgau",10.92,0.158486293206198,0.242892156862745,0.27,9.17,74.680973871734,0.457,0.107,0.479,10.32191781,9.3,1,3,18,"R1T3",0,0.150332685,156.125,13,128.7692308,74.72990288,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 1 10",0.810810459,4.050636445,-1.569756506
"20","Q1-3-2","LOBper",30.43,0.158486293206198,0.3,0.3,2.4,65.34,0.084,0.012,0.346662721893491,15.8843092639752,1.4,1,3,2,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.557986042,1.521170157,-2.822011395
"21","Q1-3-2","ELApus",23.81,0.126,0.306,0.323,6.54,116.07,0.376,0.054,0.275,17.18181818,3.5,1,3,2,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.557986042,1.521170157,-2.822011395
"22","Q1-3-2","LACstr",40.91,0.128,0.211,0.211,4.74,94.06,0.58,0.03,0.25,29.6,2.7,1,3,2,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.557986042,1.521170157,-2.822011395
"23","Q1-3-2","ELAacu",50.78,0.127,0.216,0.311,4.67,46.04,0.303,2.313,0.275,6.310991957,19.6,1,3,2,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.557986042,1.521170157,-2.822011395
"24","Q1-3-2","AMPflu",15.93,0.118,0.206,0.227,6.61,184.47,0.281,0.243,0.33,19.68539326,5.5,1,3,2,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.557986042,1.521170157,-2.822011395
"25","Q1-3-2","LILrut",27.5,0.047,0.068,0.068,4.62,31.59,0.125,0.068,0.133,23.80769231,7,1,3,2,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.557986042,1.521170157,-2.822011395
"26","Q1-3-2","LILrut",34.88,0.044,0.053,0.053,2.95,50.84,0.087,0.097,0.095,33.5,3.4,1,3,2,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.557986042,1.521170157,-2.822011395
"27","Q1-3-20","LOBper",13.82,0.098,0.136,0.136,2.52,31.46,0.247,0.275,0.2,31.18421053,2.4,1,3,20,"R1T3",0,0.19043142,136.5,22,83.22727273,56.24440904,0.982950079,0.012135186,0.002457368,0.002457368,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 3 30",0.417219671,4.685677494,-1.237160111
"28","Q1-3-20","ELAacu",39.13,0.125,0.293,0.414,3.95,107.6,0.654,0.248,0.584,4.798387097,7.5,1,3,20,"R1T3",0,0.19043142,136.5,22,83.22727273,56.24440904,0.982950079,0.012135186,0.002457368,0.002457368,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 3 30",0.417219671,4.685677494,-1.237160111
"29","Q1-3-20","CARgau",17.39,0.101,0.25,0.25,11.51,163.42,0.331,0.217,0.383,8.309782609,3.5,1,3,20,"R1T3",0,0.19043142,136.5,22,83.22727273,56.24440904,0.982950079,0.012135186,0.002457368,0.002457368,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 3 30",0.417219671,4.685677494,-1.237160111
"30","Q1-3-20","JUNart",22.08,0.201,0.247,0.304,11.49,78.36,0.352793087891637,20.905,0.346662721893491,15.8843092639752,7.2,1,3,20,"R1T3",0,0.19043142,136.5,22,83.22727273,56.24440904,0.982950079,0.012135186,0.002457368,0.002457368,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 3 30",0.417219671,4.685677494,-1.237160111
"31","Q1-3-20","GALper",22.58,0.172,0.275,0.275,5,60.58,0.222,0.077,0.346662721893491,37.4,3.6,1,3,20,"R1T3",0,0.19043142,136.5,22,83.22727273,56.24440904,0.982950079,0.012135186,0.002457368,0.002457368,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 3 30",0.417219671,4.685677494,-1.237160111
"32","Q1-3-20","EPIang",16.42,0.092,0.118,0.118,0.62,140.73,0.38,0.265,0.309,17.08379888,2.3,1,3,20,"R1T3",0,0.19043142,136.5,22,83.22727273,56.24440904,0.982950079,0.012135186,0.002457368,0.002457368,"C 1 3 20","C 1 1 20","C 1 3 10","C 1 3 30",0.417219671,4.685677494,-1.237160111
"33","Q1-3-22","CARgau",12.55,0.415,0.394,0.411,7.33,24.15,0.38,0.27,0.403,15.8843092639752,9.7,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"34","Q1-3-22","LACstr",23.81,0.129,0.242892156862745,0.556,0.67,72.75,0.312,0.742,0.332,13.64383562,3.7,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"35","Q1-3-22","LAClya",17.39,0.158,0.219,0.266,7.35,77.89,0.48,1.211,0.411,15.10135135,5.9,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"36","Q1-3-22","JUNart",35.29,0.134,0.256,0.256,0.55,24.74,0.386,2.412,0.262,9.245856354,8.4,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"37","Q1-3-22","LAClya",55.93,0.07,0.31,0.31,2.46,212.42,0.312,0.273,0.28,23.14285714,3.4,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"38","Q1-3-22","GALper",31.25,0.159,0.242,0.242,3.75,59.14,0.222,0.135,0.45,16.88888889,4.1,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"39","Q1-3-22","EPIang",20.61,0.114,0.181,0.181,3.53,57.36,0.242,0.306,0.284,17.54929577,1.3,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"40","Q1-3-22","LOBper",23.53,0.138,0.182,0.182,1.07,21.31,0.23,0.184,0.197,31.55737705,4.2,1,3,22,"R1T3",0,0.25537401,94.25,7,309.8571429,36.96495264,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.522858259,4.042013284,-1.016923934
"41","Q1-3-24","ANTodo",53.85,0.091,0.234,0.236,9.76,230.44,0.339,2.088,0.451,18.15,18.9,1,3,24,"R1T3",0,0.353113557,59.25,7,306.125,18.60172873,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.32669515,3.709837165,-0.815225483
"42","Q1-3-24","AGRcap",22.39,0.13,0.2,0.303,6.76,122.81,0.342,0.488,0.355,23.75285171,16.5,1,3,24,"R1T3",0,0.353113557,59.25,7,306.125,18.60172873,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 20","C 1 1 20","C 1 3 30","C 1 1 30",0.32669515,3.709837165,-0.815225483
"43","Q1-3-26","AGRcap",17.91,0.098,0.265,0.297,7.71,262.2,0.439,1.039,0.219,38.89130435,17.6,1,3,26,"R1T3",0,0.487305203,14,3,702.75,3.821607419,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",0.01663502,3.335227724,-0.630679507
"44","Q1-3-26","PILpil",11.06,0.236,0.242892156862745,0.258,1.92,12.71,0.289,0.732,0.224,20.66299213,6.2,1,3,26,"R1T3",0,0.487305203,14,3,702.75,3.821607419,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",0.01663502,3.335227724,-0.630679507
"45","Q1-3-26","PILoff",6.07,0.212,0.213,0.243,2.08,13.14,0.22,0.391,0.273,11.11893584,1.1,1,3,26,"R1T3",0,0.487305203,14,3,702.75,3.821607419,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",0.01663502,3.335227724,-0.630679507
"46","Q1-3-26","JUNcon",34.65,0.205,0.343,0.354,1.95,96.7,0.501,10.97,0.45,3.418150815,24,1,3,26,"R1T3",0,0.487305203,14,3,702.75,3.821607419,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",0.01663502,3.335227724,-0.630679507
"47","Q1-3-26","ANTodo",7.89,0.128,0.247,0.247,12.62,201.18,0.412,3.354,0.284,15.8843092639752,15.9,1,3,26,"R1T3",0,0.487305203,14,3,702.75,3.821607419,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",0.01663502,3.335227724,-0.630679507
"48","Q1-3-26","PILpil",7.14,0.19,0.194,0.209,2,8.99,0.194,1.919,0.2,18.43860619,6.8,1,3,26,"R1T3",0,0.487305203,14,3,702.75,3.821607419,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",0.01663502,3.335227724,-0.630679507
"49","Q1-3-28","AGRcap",17.95,0.152,0.35,0.38,1.07,136.11,0.424,0.913,0.379,15.8843092639752,16.8,1,3,28,"R1T3",0,0.743816953,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.46474613,2.789002771,-0.439857484
"50","Q1-3-28","PILpil",6.18,0.332,0.277,0.278,2.43,8.7,0.216,1.727,0.217,17.1609589,2.8,1,3,28,"R1T3",0,0.743816953,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.46474613,2.789002771,-0.439857484
"51","Q1-3-28","PILpil",7.25,0.342,0.294,0.294,2.62,8.59,0.257,1.122,0.243,17.79636938,13.1,1,3,28,"R1T3",0,0.743816953,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.46474613,2.789002771,-0.439857484
"52","Q1-3-28","ANTodo",26.56,0.094,0.264,0.247,8.72,103.44,0.304,1.8,0.294,19.05548705,16.9,1,3,28,"R1T3",0,0.743816953,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.46474613,2.789002771,-0.439857484
"53","Q1-3-28","PILoff",6.75,0.227,0.221,0.244,1.94,13.08,0.208,1.158,0.216,15.49649737,4.3,1,3,28,"R1T3",0,0.743816953,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.46474613,2.789002771,-0.439857484
"54","Q1-3-30","FESnov",12.35,0.159,0.311,0.432,1.22,99.49,0.634,8.119,0.462,8.670678337,11.2,1,3,30,"R1T3",0,1.150697262,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-3.674833314,0.954586074,-0.010842205
"55","Q1-3-30","AGRcap",13.51,0.126,0.269,0.333,7.61,107.29,0.379,0.977,0.42,13.58874459,13.9,1,3,30,"R1T3",0,1.150697262,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-3.674833314,0.954586074,-0.010842205
"56","Q1-3-30","FESnov",12.82,0.216,0.291,0.386,5.69,64.5,0.607,2.892,0.501,13.91746905,16.3,1,3,30,"R1T3",0,1.150697262,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-3.674833314,0.954586074,-0.010842205
"57","Q1-3-30","PILoff",6.27,0.215,0.22,0.272,1.96,11.39,0.288,0.574,0.27,12.59540636,1.3,1,3,30,"R1T3",0,1.150697262,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-3.674833314,0.954586074,-0.010842205
"58","Q1-3-32","LEUfra",10.08,0.568,0.242892156862745,0.429,8.81,3.58,0.478,0.176,0.586,9.052941176,5.7,1,3,32,"R1T3",0,1.674419365,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.689967544,2.508012778,-0.393176546
"59","Q1-3-32","AGRcap",34.38,0.096,0.259,0.363,8.78,189.86,0.353,1.563,0.316,24.55696203,17.4,1,3,32,"R1T3",0,1.674419365,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.689967544,2.508012778,-0.393176546
"60","Q1-3-32","PILoff",6.23,0.236,0.223,0.307,1.16,10.98,0.246,0.336,0.263,9.725388601,0.5,1,3,32,"R1T3",0,1.674419365,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.689967544,2.508012778,-0.393176546
"61","Q1-3-32","ANTodo",24.49,0.086,0.286,0.258,10.18,148.93,0.384,2.06,0.282,15.8843092639752,9.3,1,3,32,"R1T3",0,1.674419365,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.689967544,2.508012778,-0.393176546
"62","Q1-3-32","FESnov",27.71,0.192,0.353,0.481,5.04,62.32,0.657,4.113,0.539,5.809090909,6.7,1,3,32,"R1T3",0,1.674419365,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.689967544,2.508012778,-0.393176546
"63","Q1-3-32","RYTpum",9.09,0.222,0.392,0.351,0.62,58.64,0.662,0.953,0.576,8.48502994,4.8,1,3,32,"R1T3",0,1.674419365,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.689967544,2.508012778,-0.393176546
"64","Q1-3-32","PILpil",10.28,0.2,0.213,0.294,1.22,6.5,0.241,0.635,0.26,13.89892985,4.2,1,3,32,"R1T3",0,1.674419365,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 1 3 30","C 1 1 30","C 1 3 20","C 1 1 20",-0.689967544,2.508012778,-0.393176546
"65","Q1-3-4","ELAacu",54.61,0.149,0.224,0.224,11.16,80.79,0.421,8.852,0.376,4.629776827,26.5,1,3,4,"R1T3",0,3.46e-06,253.25,33,28.03125,174.6934923,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.50202814,1.517713869,-2.8926915
"66","Q1-3-4","AMPflu",33.67,0.128,0.264,0.225,6.89,100.53,0.418,1.051,0.325,13.0872093,8.6,1,3,4,"R1T3",0,3.46e-06,253.25,33,28.03125,174.6934923,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 0","C 1 1 0","C 1 3 10","C 1 1 10",1.50202814,1.517713869,-2.8926915
"67","Q1-3-6","LAClya",42.31,0.097,0.241,0.343,3.01,56.52,0.368,1.09,0.332,22.68586387,12.3,1,3,6,"R1T3",0,6.83e-05,253.125,33,28.0625,174.6342551,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 10","C 1 1 10","C 1 3 0","C 1 1 0",1.378883948,1.490929458,-3.074419428
"68","Q1-3-6","ELAacu",58.08,0.152,0.218,0.352,5.76,46.57,0.413,7.971,0.334,0.943476832,28.7,1,3,6,"R1T3",0,6.83e-05,253.125,33,28.0625,174.6342551,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 10","C 1 1 10","C 1 3 0","C 1 1 0",1.378883948,1.490929458,-3.074419428
"69","Q1-3-6","ELApus",23.491237244898,0.113,0.45,0.369,5.19,162.6,0.371,0.007,0.533,20.375,2.1,1,3,6,"R1T3",0,6.83e-05,253.125,33,28.0625,174.6342551,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 10","C 1 1 10","C 1 3 0","C 1 1 0",1.378883948,1.490929458,-3.074419428
"70","Q1-3-6","LACstr",22.07,0.129,0.197,0.197,5.51,78.12,0.217,0.402,0.35,15.8843092639752,4.3,1,3,6,"R1T3",0,6.83e-05,253.125,33,28.0625,174.6342551,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 10","C 1 1 10","C 1 3 0","C 1 1 0",1.378883948,1.490929458,-3.074419428
"71","Q1-3-6","LAClya",34.38,0.03,0.242892156862745,0.72,5.33,252.55,0.427,3.863,0.38,13.63548387,14.4,1,3,6,"R1T3",0,6.83e-05,253.125,33,28.0625,174.6342551,0.313425508,0.279639187,0.208952606,0.197982699,"C 1 3 10","C 1 1 10","C 1 3 0","C 1 1 0",1.378883948,1.490929458,-3.074419428
"72","Q1-3-8","ELAacu",52.21,0.139,0.23,0.34,0.76,40.74,0.397,4.967,0.385,5.531638084,13.2,1,3,8,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 10","C 1 1 10","C 1 3 0","C 1 1 0",1.229696297,1.464778722,-3.349639831
"73","Q1-3-8","LAClya",42.55,0.111,0.275,0.275,7.39,106.2,0.469,2.33,0.442,14.41605839,21.6,1,3,8,"R1T3",0,0,253.25,33,28.03125,174.6966534,0.455549782,0.320140413,0.113895786,0.110414019,"C 1 3 10","C 1 1 10","C 1 3 0","C 1 1 0",1.229696297,1.464778722,-3.349639831
"74","Q1-5-0","ALOgen",17.31,0.116,0.184,0.217,1.67,146.09,0.403,5.66,0.295,16.22355289,19.7,1,5,0,"R1T5",1,3.26e-06,253.25,33,28.03125,174.6936771,0.453734606,0.453734606,0.046265394,0.046265394,"E 1 4 0","E 1 6 0","E 1 4 10","E 1 6 10",1.704261465,1.33476632,-1.551374232
"75","Q1-5-0","ELAacu",50.67,0.151,0.279,0.403,7.62,75.46,0.395,4.701,0.338,4.652441707,25.5,1,5,0,"R1T5",1,3.26e-06,253.25,33,28.03125,174.6936771,0.453734606,0.453734606,0.046265394,0.046265394,"E 1 4 0","E 1 6 0","E 1 4 10","E 1 6 10",1.704261465,1.33476632,-1.551374232
"76","Q1-5-0","ALOgen",16.8,0.158486293206198,0.242892156862745,0.192,7.59,74.680973871734,0.426,0.918,0.238,19.04597701,11.3,1,5,0,"R1T5",1,3.26e-06,253.25,33,28.03125,174.6936771,0.453734606,0.453734606,0.046265394,0.046265394,"E 1 4 0","E 1 6 0","E 1 4 10","E 1 6 10",1.704261465,1.33476632,-1.551374232
"77","Q1-5-10","ELAacu",46.36,0.144,0.221,0.339,8.2,89.25,0.426,6.405,0.381,5.165840863,36.3,1,5,10,"R1T5",1,0.007928939,249.375,30,32,167.5162751,0.453734606,0.453734606,0.046265394,0.046265394,"E 1 4 10","E 1 6 10","E 1 4 0","E 1 6 0",1.423752898,1.209226559,-2.936642877
"78","Q1-5-12","ELAacu",42.25,0.375,0.242892156862745,0.296,7.57,43.64,0.432,2.247,0.36,4.077854671,30.4,1,5,12,"R1T5",1,0.009325143,248.75,28,34.55555556,166.2607583,0.421371816,0.421371816,0.078628184,0.078628184,"E 1 4 10","E 1 6 10","E 1 4 0","E 1 6 0",1.449145445,1.219794283,-2.723189347
